,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
54,public,,,,2022-10-06,,ELEC,Public,114998,,2016-01-21,P,,E,PAY_GARAGE,Icon Parking 11 5th Ave - Tesla Destination,212-475-9562  877-798-3752,2023-01-18T15:15:20Z,200-8,40.732085,-73.995829,New York,US,,,NY,11 5th Ave,10003,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.44769,2.32983,{'station': ['500834']},
55,public,24 hours daily,,,2024-04-09,,ELEC,Public,316934,,2023-11-08,,,E,,1 WATERLINE STATION#9,888-758-4389,2024-04-09T05:14:40Z,GPS,40.772916,-73.99263,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.24607,6.83339,"{'station': ['USCPIL12545121'], 'posts': ['23751581', '23751591']}",
56,public,24 hours daily,,,2024-04-09,,ELEC,Public,192717,,2021-07-10,,,E,,DT&P GARAGE D ST1,888-758-4389,2024-04-09T04:41:54Z,GPS,40.73913,-74.028824,Hoboken,US,,,NJ,215 Hudson St,07030,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.18755,3.52052,"{'station': ['USCPIL7757161'], 'posts': ['13445021', '13445031']}",
57,public,,,,2022-10-06,,ELEC,Public,115101,,2015-12-14,P,,E,PAY_GARAGE,iPark NYC 333 E 38th NYU - Tesla Destination,855-472-7569  877-798-3752,2023-01-18T15:15:20Z,200-8,40.746565,-73.971591,New York,US,,,NY,333 E 38th St,10016,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.95891,4.7619,{'station': ['500198']},
58,public,,,,2022-10-06,,ELEC,Public,114909,,2017-06-16,P,,E,PAY_GARAGE,City Parking Linc Garage - Tesla Destination,718-963-7048  877-798-3752,2023-01-18T15:15:20Z,200-8,40.719425,-73.963964,Brooklyn,US,,,NY,62 Northside Piers,11249,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.23815,3.60195,{'station': ['506838']},
59,public,,,,2022-10-06,,ELEC,Public,115032,,2017-07-17,P,,E,PAY_GARAGE,Quikpark 173 W 12th Street - Tesla Destination,646-336-6225  877-798-3752,2023-01-18T15:15:20Z,200-8,40.737108,-74.000358,New York,US,,,NY,173 W 12th St,10011,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.72202,2.77132,{'station': ['507227']},
60,public,,,,2022-10-06,,ELEC,Public,115095,,2015-05-15,P,,E,PAY_GARAGE,Champion Parking W 57th Street - Tesla Destination,212-308-5959  877-798-3752,2023-01-18T15:15:20Z,200-9,40.76696,-73.983569,New York,US,,,NY,320 W 57th St,10019,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.95071,6.35805,{'station': ['512563']},
61,public,,,,2022-10-06,,ELEC,Public,115027,,2016-12-28,P,,E,PAY_GARAGE,GGMC Parking Alfred - Tesla Destination,212-397-8949  877-798-3752,2023-01-18T15:15:20Z,200-9,40.771555,-73.986428,New York,US,,,NY,161 W 61st St,10023,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.21882,6.78953,{'station': ['513110']},
62,public,,,,2022-10-06,,ELEC,Public,115177,,2016-04-30,P,,E,PAY_GARAGE,Icon Parking University 10 Parking - Tesla Destination,212-979-5380  877-798-3752,2023-01-18T15:15:20Z,200-9,40.731887,-73.991906,New York,US,,,NY,63 E 9th St,10003,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.52221,2.44976,{'station': ['501377']},
63,public,24 hours daily,,,2024-04-09,,ELEC,Public,186837,,2021-04-02,,,E,,JERSEYCITY CENTRAL AVE,888-758-4389,2024-04-09T04:36:03Z,GPS,40.748273,-74.047725,Jersey City,US,,,NJ,394 Central Ave,07307,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.29113,5.29656,"{'station': ['USCPIL6631381'], 'posts': ['23448861', '23448871']}",
64,public,24 hours daily,,,2024-04-09,,ELEC,Public,192715,,2021-07-10,,,E,,DT&P GARAGE B ST1,888-758-4389,2024-04-09T04:40:24Z,GPS,40.738277,-74.02907,Hoboken,US,,,NJ,28 2nd St,07030,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.14507,3.45216,"{'station': ['USCPIL7553871'], 'posts': ['13047591', '13047601']}",
65,public,,,,2022-10-06,,ELEC,Public,114989,,2016-01-21,P,,E,PAY_GARAGE,Icon Parking 100 Riverside Blvd. - Tesla Destination,212-724-0107  877-798-3752,2023-01-18T15:15:20Z,200-9,40.775474,-73.989763,New York,US,,,NY,100 Riverside Blvd,10024,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.44771,7.1579,{'station': ['500829']},
66,public,,,,2022-10-06,,ELEC,Public,115190,,2015-12-17,P,,E,PAY_GARAGE,Chelnik Parking NYC 880 5th - Tesla Destination,212-988-9130  877-798-3752,2023-01-18T15:15:20Z,200-8,40.770292,-73.967735,New York,US,,,NY,880 5th Ave,10021,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.47392,7.20008,{'station': ['513034']},
67,public,,,,2022-10-06,,ELEC,Public,115081,,2016-10-20,P,,E,PAY_GARAGE,Icon Parking 30 W 63rd St - Tesla Destination,212-586-1660  877-798-3752,2023-01-18T15:15:20Z,200-9,40.770772,-73.981795,New York,US,,,NY,30 W 63rd St,10023,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.23142,6.80981,{'station': ['503346']},
68,public,,,,2022-10-06,,ELEC,Public,115126,,2017-07-17,P,,E,PAY_GARAGE,Rapidpark 411 W 55th Street - Tesla Destination,212-265-7854  877-798-3752,2023-01-18T15:15:20Z,200-9,40.766971,-73.987441,New York,US,,,NY,411 W 55th St,10019,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.89663,6.27102,{'station': ['507231']},
69,public,24 hours daily; Also accepts payment via the ChargeLab mobile app,,A CREDIT D Debit M V Voyager Wright_Exp,2024-03-14,,ELEC,Public,223588,LD,2022-07-26,P,False,E,STANDALONE_STATION,Supercharge NYC,800-636-0986,2024-03-14T18:02:10Z,GPS,40.7136044677631,-73.93309885767226,Brooklyn,US,,,NY,1074 Grand St,11211,,,,,,,,,,,,"['J1772', 'J1772COMBO']",2.0,,2.0,CHARGELAB,http://www.chargelab.co/,,$0.43 per kWh,NONE,False,,,,,,,,,,,,,,,,,,,,,Public,,3.7965,6.10987,,
70,public,24 hours daily,CREDIT_CARD_ALWAYS,A CREDIT D M V,2024-01-09,,ELEC,Public - Credit card at all times,233092,LD,2022-07-28,P,False,E,PARKING_GARAGE,575 1st Ave,844-623-1001,2024-01-31T22:07:01Z,GPS,40.74282,-73.97438,New York,US,,,NY,575 1st Ave,10016,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,2.66397,4.28724,,
71,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223264,LD,2022-02-08,P,False,E,PAY_GARAGE,337 E 64th St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.76327,-73.96024,New York,US,,,NY,337 East 64th St,10065,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.24809,6.83664,,
72,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223257,LD,2022-02-02,P,False,E,PAY_GARAGE,420 E. 53rd St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.75527,-73.96386,New York,US,,,NY,420 E 53rd,10022,,,,,,,,,,,,['J1772'],,,6.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.68488,5.93024,,
73,public,,,,2022-10-06,,ELEC,Public,115112,,2017-07-17,P,,E,PAY_GARAGE,Icon 376 Greenwich Street - Tesla Destination,212-227-7035  877-798-3752,2023-01-18T15:15:20Z,200-8,40.719825,-74.010137,New York,US,,,NY,376 Greenwich St,10013,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.53849,0.86662,{'station': ['507228']},
74,public,,,,2022-10-06,,ELEC,Public,115054,,2016-01-21,P,,E,PAY_GARAGE,Icon Parking 220 Riverside Blvd - Tesla Destination,212-501-0016  877-798-3752,2023-01-18T15:15:20Z,200-9,40.779338,-73.987493,New York,US,,,NY,220 Riverside Blvd,10024,,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.73459,7.61958,{'station': ['500830']},
75,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223241,LD,2022-01-19,P,False,E,PAY_GARAGE,550 W. 45th St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.7624,-73.99635,New York,US,,,NY,550 W. 45th St,10036,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.49315,5.62168,,
76,public,,,,2022-10-06,,ELEC,Public,150520,,2016-01-21,P,,E,,Icon Parking 245 E 19th St. - Tesla Destination,212-228-7973  877-798-3752,2023-01-18T15:15:20Z,200-8,40.735608,-73.983111,New York,US,,,NY,245 E 19th St,10010,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.98913,3.20119,{'station': ['500832']},
77,public,24 hours daily,,,2024-04-09,,ELEC,Public,202163,,2021-12-08,,,E,,145 Brooklyn Ave,888-356-8911,2024-04-09T11:16:44Z,GPS,40.674612,-73.944569,Brooklyn,US,,,NY,145 Brooklyn Ave,11213,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.15631,6.68893,"{'station': ['4ab2f85c-766d-474e-9bf5-d2e72a0e21f2'], 'posts': ['39350f6c-ea08-405a-be8d-1ecd54540436', '3dca87fc-db72-4859-a5ec-22542086fa06']}",
78,private,Fleet use only,,,2024-01-10,,ELEC,Private,98674,,2018-04-01,FG,,E,FED_GOV,Environmental Protection Agency,,2024-01-31T22:07:01Z,GPS,40.714723,-74.005143,New York,US,,,NY,290 Broadway,10007,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,0.14607,0.23508,,"{'id': 20, 'code': 'EPA', 'name': 'U.S. Environmental Protection Agency'}"
79,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223298,LD,2022-05-17,P,False,E,PAY_GARAGE,203 E 71st St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.76894,-73.96047,New York,US,,,NY,203 E 71st St,10021,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.57387,7.36093,,
80,public,,,,2022-10-06,,ELEC,Public,115150,,2015-09-25,P,,E,PAY_GARAGE,GGMC Parking 51-53 E 76th St Carlyle Hotel - Tesla Destination,212-570-7182  877-798-3752,2023-01-18T15:15:20Z,200-8,40.774207,-73.96282,New York,US,,,NY,53 E 76th St,10021,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.83292,7.77783,{'station': ['513108']},
81,public,,,,2022-10-06,,ELEC,Public,115046,,2016-04-30,P,,E,PAY_GARAGE,Icon Parking 203 E 61 Street - Tesla Destination,212-308-9248  877-798-3752,2023-01-18T15:15:20Z,200-8,40.762678,-73.965447,New York,US,,,NY,203 E 61 St,10021,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.06701,6.54522,{'station': ['501369']},
82,public,24 hours daily,,A D M V,2024-02-12,,ELEC,Public,320967,HD,2023-10-01,P,False,E,HOTEL,Ravel Hotel,718-289-6101,2024-02-12T21:24:44Z,200-8,40.75402,-73.9493,Long Island City,US,,,NY,8-08 Queens Pl S,11101,,,,,,,,,,,,['J1772'],,,2.0,TURNONGREEN,https://turnongreen.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.11949,6.62968,,
83,public,,,,2022-10-06,,ELEC,Public,115042,,2016-12-09,P,,E,PAY_GARAGE,iPark 200 E 70th Street - Tesla Destination,212-535-5908  877-798-3752,2023-01-18T15:15:20Z,200-8,40.768283,-73.961149,New York,US,,,NY,200 E 70th St,10021,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.51647,7.26855,{'station': ['503352']},
84,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223266,LD,2022-03-18,P,False,E,PAY_GARAGE,210 W 76th St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.78126,-73.98044,New York,US,,,NY,210 W 76th St,10023,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.9514,7.96851,,
85,public,24 hours daily,,,2024-04-09,,ELEC,Public,223833,,2022-07-21,,,E,,G & M REALTY 2 STATION 2,888-758-4389,2024-04-09T05:28:13Z,GPS,40.745401,-73.946148,LIC,US,,,NY,22-44 Jackson Ave,11101,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.85738,6.20785,"{'station': ['USCPIL12937391'], 'posts': ['22227031', '22227041']}",
86,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,2024-04-09,ELEC,TEMPORARILY UNAVAILABLE (Public),151793,,2019-06-28,,False,T,,Whole Foods Market Weehawken,888-264-2208,2024-04-09T09:45:05Z,GPS,40.761544,-74.023127,Weehawken,US,,,NJ,1400 Waterfront Terr,07086,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,3.51196,5.65195,"{'station': ['49efd78a-25d7-42c5-8157-33144930581f'], 'posts': ['1c56a145-88c8-4398-bff4-8dd6762abb64', '6b8afbca-0615-4d8a-b99e-c85916cbf33b']}",
87,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,,ELEC,Public,323516,,2023-12-27,,,E,,Hoboken NJ 471 12th Street,888-264-2208,2024-04-09T09:49:51Z,GPS,40.752042,-74.033519,Hoboken,US,,,NJ,471 12th Street,07030,,,,,,,,,,,,['J1772'],,,1.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.08777,4.96928,"{'station': ['7420e636-0a24-4ab3-bcd2-5893f5ebd97e'], 'posts': ['e2dbae78-a57e-4955-837a-ef14eab3087f']}",
88,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,,ELEC,Public,316526,,2023-11-02,,,E,,Hoboken NJ 346 10th Street,888-264-2208,2024-04-09T09:55:45Z,GPS,40.7493905,-74.032485,Hoboken,US,,,NJ,346 10th Street,07030,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.89959,4.66644,"{'station': ['a4024975-1826-4135-898d-0c84c37715ef'], 'posts': ['01577f36-3525-44dd-81bb-7512300227ee', 'ac6713a0-8999-43e3-8f5e-1bc846021c0b']}",
89,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,,ELEC,Public,316525,,2023-11-02,,,E,,Hoboken NJ 720 Monroe Street DCFC,888-264-2208,2024-04-09T09:55:05Z,GPS,40.7477778,-74.0375,Hoboken,US,,,NJ,720 Monroe Street,07030,,,,,,,,,,,,['J1772COMBO'],2.0,,,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.93852,4.72909,"{'station': ['9ec83748-db93-40e6-a5ca-62f1666c81cb'], 'posts': ['2b236bbb-1486-4d6d-905d-c976d3429005', '45ca1736-6f83-4550-8254-845c1057d043']}",
90,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223267,LD,2022-02-10,P,False,E,PAY_GARAGE,142 E 31st St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.74415,-73.98046,New York,US,,,NY,142 E 31st St,10016,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.55948,4.11908,,
91,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223258,LD,2022-02-08,P,False,E,PAY_GARAGE,449 East 49th Street,844-623-1001,2024-01-31T22:07:01Z,GPS,40.75267,-73.96482,New York,US,,,NY,449 East 49th Street,10022,,,,,,,,,,,,['J1772'],,,6.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.51044,5.64951,,
92,private,,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,184521,,2021-01-15,FG,,E,FED_GOV,ANSONIA,,2024-01-31T22:07:01Z,GPS,40.77493,-73.980969,New York,US,,,NY,178 Columbus Ave,10023,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,4.52066,7.2753,,"{'id': 25, 'code': 'USPS', 'name': 'U.S. Postal Service'}"
93,public,,,,2022-10-06,,ELEC,Public,115004,,2017-02-10,P,,E,PAY_GARAGE,ABM Parking 750 Lexington Ave LLC - Tesla Destination,212-754-2678  877-798-3752,2023-01-18T15:15:20Z,200-9,40.76306,-73.968409,New York,US,,,NY,118 E 60th St,10022,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.01235,6.45725,{'station': ['503571']},
94,private,,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,184561,,2021-01-15,FG,,E,FED_GOV,MANHATTAN VMF,,2024-01-31T22:07:01Z,GPS,40.750397,-74.006467,New York,US,,,NY,241 11th Ave,10001,,,,,,,,,,,,['J1772'],,,15.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,2.62156,4.21899,,"{'id': 25, 'code': 'USPS', 'name': 'U.S. Postal Service'}"
95,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,,ELEC,Public,323990,,2024-01-05,,,E,,Hoboken NJ 1270 Adams Street,888-264-2208,2024-04-09T09:55:15Z,GPS,40.7529,-74.033009,Hoboken,US,,,NJ,471 12th Street,07030,,,,,,,,,,,,['J1772'],,,1.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.12879,5.0353,"{'station': ['a06fbf13-3b02-48ec-a957-2c8642ba8459'], 'posts': ['1fe1fbf5-7e43-49f6-b503-4e5aae464cad']}",
96,public,,,,2022-10-06,,ELEC,Public,115107,,2015-09-25,P,,E,HOTEL,"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",212-744-1600  877-798-3752,2023-01-18T15:15:20Z,200-9,40.77438,-73.963157,New York,US,,,NY,35 E 76th St,10021,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.83547,7.78193,{'station': ['500404']},
97,public,,,,2022-10-06,,ELEC,Public,115189,,2017-01-24,P,,E,HOTEL,"The Standard, High Line - Tesla Destination",212-645-4646  877-798-3752,2023-01-18T15:15:20Z,200-9,40.740939,-74.00824,New York,US,,,NY,848 Washington St,10014,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.96667,3.16505,{'station': ['503401']},
98,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,,ELEC,Public,329272,,2024-02-24,,,E,,Hoboken NJ 114 Washington Street DCFC,888-264-2208,2024-04-09T09:38:13Z,GPS,40.7380121,-74.030831197,Hoboken,US,,,NJ,114 Washington Street,07030,,,,,,,,,,,,['J1772COMBO'],2.0,,,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.18278,3.51284,"{'station': ['07a639dc-1928-48d8-91af-3111b2c61634'], 'posts': ['96834def-c616-443c-81f0-da9659a87ab1', 'fd1454c0-0956-45d4-8fa4-e6f92dc35b6c']}",
99,public,24 hours daily,,,2024-04-09,,ELEC,Public,199108,,2021-10-26,,,E,,167-149 Meeker Ave,888-356-8911,2024-04-09T11:15:50Z,GPS,40.714318,-73.953186,Brooklyn,US,,,NY,167-149 Meeker Ave,11211,,,,,,,,,,,,['J1772'],,,6.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.75249,4.4297,"{'station': ['6aab0bc1-68f8-4dd3-9656-a6e87d5c743b'], 'posts': ['1e6b2972-1946-49c8-ac99-9d8f7366ac2f', '28b911a0-d796-41ec-9424-e87c85e07ab8', '2e18e694-c98d-4d7e-9a86-3e20fb3f79fe', '31bdec31-7c1e-4fef-bb0f-cdc8bb4a181b', '31f0cf5e-bd0c-4be0-8a54-c626c78efa12', 'a458788a-54b0-4a63-80ce-34c9d0920078']}",
100,private,24 hours daily,,,2023-04-06,,ELEC,Private,123345,LD,2019-05-01,P,,E,OFFICE_BLDG,Verizon - Manhattan,,2024-03-21T20:05:59Z,200-8,40.764495,-73.996651,Manhattan,US,,,NY,615 W 47th St,10036,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,3.63535,5.85053,,
101,public,,,,2024-04-09,,ELEC,Public,166325,,2020-07-02,,,E,,GMC 400 East 56th Street,866-816-7584,2024-04-09T09:10:14Z,GPS,40.757223,-73.963011,New York,US,,,NY,400 East 56th Street,10022,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.82064,6.14872,"{'station': ['8b15c092-a38d-40cd-a065-25a9a6eb7058'], 'posts': ['63340368769d34776391ef15', '63340368769d34776391ef31', '63340368769d34776391f224', '63340369769d34776391f371', '6334036a769d34776391f7d0', '6334036a769d34776391f896']}",
102,public,,,,2024-04-09,2022-10-10,ELEC,TEMPORARILY UNAVAILABLE (Public),65287,,2018-04-01,,,T,,Port Authority Bus Terminal,866-816-7584,2024-04-09T09:07:45Z,GPS,40.756892,-73.991771,New York,US,,,NY,625 8th Ave,10018,,,,,,,,,,,,['J1772'],,,1.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,3.16158,5.08807,"{'station': ['c3c9e726-2eb1-4b22-b242-c236f1333698'], 'posts': ['63340368769d34776391eefb']}",
103,public,,,,2022-10-06,,ELEC,Public,115077,,2018-02-28,P,,E,PAY_GARAGE,Icon Parking 279 East 65th Street - Tesla Destination,212-644-7413  877-798-3752,2023-01-18T15:15:20Z,200-8,40.764552,-73.962034,New York,US,,,NY,279 E 65th St,10065,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.27149,6.8743,{'station': ['510065']},
